OrderID,CustomerID,OrderDateKey,ShippedDateKey,DeliveredDateKey,SalesChannelID,OrderStatus,PaymentMethod,ShippingMethod,DiscountCode,OrderDiscountAmount,ShippingRevenue,ShippingCost,GiftWrapping,OrderCurrency
500052,1734,20240111,20240113.0,20240115.0,2,Delivered,Apple Pay,Royal Mail Tracked 48,,0.0,3.99,4.26,False,GBP
500053,1524,20240112,20240115.0,20240118.0,1,Delivered,Apple Pay,Royal Mail Tracked 24,,0.0,0.0,4.55,True,GBP
500054,1045,20240112,20240114.0,20240118.0,2,Delivered,Google Pay,DPD Next Day,,0.0,0.0,7.34,False,GBP
500055,1045,20240112,20240115.0,20240118.0,2,Delivered,Visa,Evri Standard,,0.0,0.0,3.23,False,GBP
500056,1524,20240112,20240115.0,20240116.0,2,Delivered,Visa,Royal Mail Tracked 48,,0.0,0.0,3.61,False,GBP
500057,1273,20240112,20240114.0,20240116.0,2,Delivered,PayPal,Evri Standard,,0.0,0.0,2.99,False,GBP
500058,1488,20240112,20240114.0,20240117.0,2,Delivered,Mastercard,Royal Mail Tracked 48,,0.0,0.0,3.56,False,GBP
500059,1239,20240112,20240113.0,20240117.0,2,Delivered,PayPal,Royal Mail Tracked 48,LOYALTY5,5.0,0.0,3.83,False,GBP
500060,2186,20240112,20240113.0,20240116.0,2,Delivered,Apple Pay,Royal Mail Tracked 24,,0.0,0.0,4.78,False,GBP
500061,2219,20240112,20240113.0,20240117.0,1,Delivered,Apple Pay,DPD Next Day,,0.0,0.0,6.76,False,GBP
500062,1030,20240112,20240115.0,20240119.0,2,Delivered,Mastercard,Royal Mail Tracked 48,LOYALTY5,5.0,0.0,4.16,True,GBP
500063,1679,20240112,20240115.0,20240118.0,2,Delivered,Apple Pay,Evri Standard,,0.0,0.0,3.01,False,GBP
500064,1517,20240113,20240115.0,20240120.0,1,Delivered,PayPal,Evri Standard,,0.0,3.99,3.23,False,GBP
500065,1997,20240113,20240114.0,20240116.0,2,Delivered,Visa,Royal Mail Tracked 24,,0.0,3.99,4.33,False,GBP
500066,1872,20240113,20240115.0,20240119.0,1,Delivered,Google Pay,DPD Next Day,,0.0,0.0,7.48,False,GBP
500067,2014,20240113,20240114.0,20240119.0,2,Delivered,Mastercard,Royal Mail Tracked 48,,0.0,0.0,3.75,True,GBP
500068,1524,20240113,20240116.0,,2,Shipped,Apple Pay,Royal Mail Tracked 48,,0.0,0.0,3.6,False,GBP
500069,2086,20240113,20240115.0,20240120.0,1,Delivered,Mastercard,Royal Mail Tracked 24,,0.0,0.0,4.65,False,GBP
500070,1734,20240113,20240114.0,20240119.0,1,Delivered,Google Pay,Royal Mail Tracked 48,,0.0,3.99,4.39,False,GBP
500071,1427,20240114,20240116.0,20240121.0,2,Delivered,Apple Pay,DPD Next Day,,0.0,0.0,6.68,False,GBP
500072,1239,20240114,20240116.0,20240119.0,2,Delivered,Visa,Royal Mail Tracked 48,WELCOME5,5.0,0.0,4.0,False,GBP
500073,1427,20240114,20240116.0,20240119.0,1,Delivered,Apple Pay,Royal Mail Tracked 48,,0.0,0.0,4.11,False,GBP
500074,1997,20240114,20240115.0,20240117.0,1,Delivered,Mastercard,Royal Mail Tracked 48,,0.0,0.0,3.91,False,GBP
500075,2491,20240114,20240116.0,20240120.0,1,Delivered,Mastercard,Royal Mail Tracked 24,,0.0,0.0,4.77,False,GBP
500076,2491,20240115,,,1,Processing,Apple Pay,Royal Mail Tracked 48,,0.0,0.0,3.46,False,GBP
500077,1259,20240115,20240117.0,20240122.0,2,Delivered,Google Pay,Royal Mail Tracked 48,,0.0,3.99,4.29,False,GBP
500078,2219,20240115,20240118.0,20240121.0,1,Delivered,Visa,Royal Mail Tracked 48,,0.0,0.0,3.62,False,GBP
500079,2353,20240115,20240117.0,20240120.0,1,Delivered,Mastercard,Royal Mail Tracked 24,,0.0,0.0,4.49,False,GBP
500080,2186,20240115,,,1,Processing,Mastercard,Royal Mail Tracked 48,,0.0,0.0,3.7,False,GBP
500081,2052,20240116,20240118.0,20240119.0,1,Delivered,PayPal,Royal Mail Tracked 48,,0.0,0.0,3.81,False,GBP
500082,1788,20240116,20240119.0,20240120.0,2,Delivered,PayPal,Evri Standard,,0.0,3.99,3.34,False,GBP
500083,2186,20240116,20240118.0,20240123.0,2,Delivered,PayPal,Royal Mail Tracked 48,,0.0,0.0,4.15,False,GBP
500084,1030,20240116,20240117.0,20240119.0,2,Delivered,Visa,Royal Mail Tracked 48,,0.0,0.0,3.62,False,GBP
500085,1259,20240117,20240120.0,20240124.0,1,Delivered,Apple Pay,Evri Standard,,0.0,0.0,3.45,True,GBP
500086,1524,20240117,20240118.0,20240122.0,1,Delivered,Apple Pay,Evri Standard,WELCOME5,5.0,0.0,3.02,False,GBP
500087,1517,20240117,20240119.0,20240120.0,1,Delivered,Visa,DPD Next Day,,0.0,0.0,8.1,False,GBP
500088,1239,20240117,20240120.0,20240122.0,1,Delivered,PayPal,Royal Mail Tracked 48,,0.0,0.0,3.92,False,GBP
500089,1997,20240117,20240120.0,20240121.0,1,Delivered,Apple Pay,Royal Mail Tracked 48,,0.0,3.99,3.99,False,GBP
500090,2329,20240117,20240118.0,20240119.0,1,Delivered,PayPal,Royal Mail Tracked 24,,0.0,0.0,5.12,False,GBP
500091,2219,20240118,,,1,Processing,Apple Pay,Royal Mail Tracked 48,,0.0,0.0,4.09,True,GBP
500092,1845,20240118,20240119.0,20240124.0,1,Delivered,Google Pay,Royal Mail Tracked 48,,0.0,0.0,3.43,False,GBP
500093,1030,20240118,20240121.0,20240124.0,2,Delivered,Visa,DPD Next Day,,0.0,0.0,7.72,False,GBP
500094,2014,20240118,20240120.0,20240121.0,1,Delivered,PayPal,Evri Standard,,0.0,3.99,3.21,False,GBP
500095,2224,20240119,20240122.0,20240126.0,1,Delivered,PayPal,Royal Mail Tracked 24,,0.0,0.0,4.57,False,GBP
500096,2494,20240119,20240122.0,20240125.0,2,Delivered,Visa,Royal Mail Tracked 24,,0.0,0.0,4.76,False,GBP
500097,2224,20240119,20240120.0,20240125.0,1,Delivered,Mastercard,Royal Mail Tracked 24,,0.0,0.0,4.31,False,GBP
500098,1030,20240119,20240122.0,20240125.0,1,Delivered,PayPal,Royal Mail Tracked 24,,0.0,0.0,4.9,True,GBP
500099,1427,20240120,20240123.0,20240126.0,1,Delivered,Visa,Royal Mail Tracked 48,LOYALTY5,5.0,0.0,3.76,False,GBP
500100,1997,20240120,20240121.0,20240122.0,2,Delivered,Apple Pay,Royal Mail Tracked 48,,0.0,3.99,3.87,False,GBP
500101,1806,20240120,20240121.0,20240124.0,2,Delivered,Apple Pay,Royal Mail Tracked 48,,0.0,3.99,4.23,False,GBP
500102,1045,20240120,20240121.0,20240123.0,2,Delivered,Apple Pay,Royal Mail Tracked 48,,0.0,0.0,3.49,True,GBP
500103,2014,20240120,,,2,Cancelled,Mastercard,Royal Mail Tracked 48,,0.0,0.0,0.0,False,GBP
500104,1517,20240120,20240122.0,20240125.0,1,Delivered,Mastercard,Royal Mail Tracked 48,,0.0,0.0,3.66,False,GBP
500105,1734,20240121,20240123.0,20240127.0,2,Delivered,Apple Pay,Evri Standard,,0.0,0.0,3.63,False,GBP
500106,2338,20240121,20240123.0,20240124.0,1,Delivered,Visa,DPD Next Day,,0.0,0.0,7.76,True,GBP
500107,1016,20240121,20240122.0,20240124.0,1,Delivered,Mastercard,DPD Next Day,,0.0,0.0,7.34,False,GBP
500108,1752,20240121,20240122.0,20240126.0,1,Delivered,Apple Pay,Royal Mail Tracked 48,,0.0,0.0,4.09,False,GBP
500109,1016,20240121,20240122.0,20240125.0,1,Delivered,Apple Pay,Royal Mail Tracked 24,,0.0,3.99,5.12,True,GBP
500110,2014,20240121,20240122.0,20240127.0,1,Delivered,Mastercard,Royal Mail Tracked 48,,0.0,0.0,4.24,False,GBP
500111,1038,20240122,20240125.0,20240128.0,1,Delivered,Apple Pay,Royal Mail Tracked 24,,0.0,3.99,4.9,False,GBP
500112,2260,20240122,20240123.0,20240124.0,1,Delivered,PayPal,Royal Mail Tracked 48,WELCOME5,5.0,3.99,4.02,False,GBP
500113,1734,20240122,20240123.0,20240128.0,2,Delivered,Visa,Royal Mail Tracked 24,,0.0,0.0,5.03,False,GBP
500114,2186,20240122,20240124.0,20240129.0,2,Delivered,Visa,Royal Mail Tracked 48,,0.0,0.0,4.12,False,GBP
500115,1679,20240123,20240125.0,20240127.0,2,Delivered,PayPal,Evri Standard,,0.0,3.99,3.51,False,GBP
500116,1734,20240123,20240126.0,20240129.0,1,Delivered,Mastercard,Royal Mail Tracked 24,WELCOME5,5.0,0.0,4.73,False,GBP
500117,2406,20240123,20240124.0,20240129.0,1,Delivered,Apple Pay,Royal Mail Tracked 24,,0.0,0.0,4.93,True,GBP
500118,1845,20240124,,,2,Processing,Mastercard,Royal Mail Tracked 48,,0.0,0.0,3.66,False,GBP
500119,1585,20240124,20240127.0,20240130.0,2,Delivered,Google Pay,Evri Standard,,0.0,0.0,3.26,False,GBP
500120,1806,20240124,20240127.0,20240129.0,2,Delivered,Mastercard,Royal Mail Tracked 48,WELCOME5,5.0,0.0,3.85,False,GBP
500121,2491,20240124,20240126.0,20240127.0,1,Delivered,Visa,DPD Next Day,,0.0,0.0,7.61,False,GBP
500122,2494,20240124,20240125.0,20240129.0,1,Delivered,Google Pay,Evri Standard,WELCOME5,5.0,3.99,3.16,True,GBP
500123,1491,20240124,20240127.0,20240128.0,1,Delivered,Google Pay,Evri Standard,,0.0,3.99,3.48,False,GBP
500124,1752,20240124,20240127.0,20240129.0,2,Delivered,Mastercard,Royal Mail Tracked 48,,0.0,0.0,3.73,False,GBP
500125,1038,20240125,20240126.0,20240129.0,1,Delivered,Apple Pay,Evri Standard,,0.0,0.0,3.74,False,GBP
500126,1781,20240125,20240127.0,20240201.0,1,Delivered,Visa,DPD Next Day,,0.0,0.0,7.55,False,GBP
500127,2491,20240125,20240128.0,20240131.0,1,Delivered,PayPal,Royal Mail Tracked 24,WELCOME5,5.0,0.0,4.33,False,GBP
500128,1259,20240126,20240129.0,20240203.0,2,Delivered,Google Pay,Royal Mail Tracked 24,WELCOME5,5.0,0.0,4.29,False,GBP
500129,1679,20240126,20240127.0,20240130.0,2,Delivered,Visa,DPD Next Day,WELCOME5,5.0,0.0,7.05,True,GBP
500130,1754,20240126,20240127.0,,1,Shipped,Apple Pay,Royal Mail Tracked 24,,0.0,3.99,4.78,False,GBP
500131,2208,20240127,20240130.0,20240203.0,1,Delivered,Visa,Royal Mail Tracked 24,,0.0,0.0,5.05,False,GBP
500132,1021,20240127,20240128.0,20240202.0,2,Delivered,Apple Pay,Royal Mail Tracked 48,,0.0,0.0,3.59,False,GBP
500133,1110,20240127,20240130.0,20240202.0,1,Delivered,Google Pay,Royal Mail Tracked 48,,0.0,0.0,3.92,False,GBP
500134,2186,20240127,20240130.0,20240204.0,1,Delivered,Mastercard,Evri Standard,,0.0,0.0,3.19,True,GBP
500135,1788,20240128,20240130.0,20240131.0,2,Delivered,Google Pay,Royal Mail Tracked 48,,0.0,0.0,3.59,False,GBP
500136,2186,20240128,20240130.0,20240131.0,2,Delivered,Apple Pay,Evri Standard,WELCOME5,5.0,0.0,3.59,False,GBP
500137,1110,20240129,20240130.0,20240204.0,1,Delivered,Google Pay,Evri Standard,,0.0,0.0,2.8,False,GBP
500138,1619,20240129,20240131.0,20240205.0,1,Delivered,Apple Pay,Evri Standard,,0.0,0.0,3.58,False,GBP
500139,1853,20240129,20240130.0,20240203.0,2,Delivered,PayPal,Royal Mail Tracked 48,,0.0,0.0,4.22,False,GBP
500140,1816,20240129,20240130.0,20240202.0,1,Delivered,Mastercard,DPD Next Day,,0.0,6.99,6.46,False,GBP
500141,1816,20240129,20240131.0,20240203.0,2,Delivered,Apple Pay,Evri Standard,,0.0,3.99,3.06,False,GBP
500142,1585,20240129,20240130.0,20240204.0,2,Delivered,Apple Pay,Royal Mail Tracked 24,,0.0,0.0,4.5,False,GBP
500143,1021,20240130,20240131.0,20240203.0,1,Delivered,Mastercard,Royal Mail Tracked 48,,0.0,0.0,4.38,False,GBP
500144,2441,20240130,20240202.0,20240203.0,1,Delivered,Google Pay,DPD Next Day,,0.0,0.0,7.07,False,GBP
500145,2496,20240130,20240131.0,20240205.0,1,Delivered,PayPal,Evri Standard,,0.0,0.0,3.2,False,GBP
500146,1571,20240130,20240201.0,20240205.0,1,Delivered,PayPal,DPD Next Day,,0.0,6.99,7.72,True,GBP
500147,1302,20240130,20240201.0,20240206.0,1,Delivered,Google Pay,Royal Mail Tracked 48,,0.0,0.0,3.91,False,GBP
500148,1788,20240130,20240201.0,20240203.0,1,Delivered,Google Pay,Royal Mail Tracked 48,,0.0,0.0,3.71,False,GBP
500149,2491,20240130,20240201.0,20240206.0,1,Delivered,Mastercard,Royal Mail Tracked 48,,0.0,0.0,3.79,False,GBP
500150,2496,20240131,20240202.0,20240203.0,2,Delivered,Apple Pay,Royal Mail Tracked 24,,0.0,0.0,4.85,False,GBP
500151,1427,20240131,20240203.0,20240206.0,2,Delivered,Apple Pay,Evri Standard,,0.0,0.0,3.67,False,GBP
500152,1110,20240201,20240203.0,20240204.0,2,Delivered,Mastercard,DPD Next Day,,0.0,0.0,6.43,False,GBP
500153,1259,20240201,20240203.0,20240207.0,1,Delivered,Apple Pay,Royal Mail Tracked 48,,0.0,0.0,4.27,False,GBP
500154,1698,20240201,20240202.0,20240206.0,1,Delivered,Mastercard,Royal Mail Tracked 24,,0.0,0.0,4.41,False,GBP
500155,1722,20240201,20240202.0,20240204.0,1,Delivered,Mastercard,Evri Standard,,0.0,3.99,3.56,False,GBP
500156,1050,20240201,20240202.0,20240203.0,2,Delivered,Apple Pay,Royal Mail Tracked 48,,0.0,0.0,3.91,True,GBP
500157,1524,20240201,20240204.0,20240208.0,2,Delivered,Google Pay,Royal Mail Tracked 48,,0.0,0.0,3.57,False,GBP
500158,1724,20240201,20240202.0,20240207.0,2,Delivered,Visa,Evri Standard,,0.0,0.0,3.28,False,GBP
500159,1038,20240201,20240203.0,20240207.0,1,Delivered,PayPal,Royal Mail Tracked 24,,0.0,0.0,4.8,False,GBP
500160,1030,20240201,20240202.0,20240206.0,2,Delivered,Google Pay,Royal Mail Tracked 48,,0.0,0.0,3.63,False,GBP
500161,1462,20240201,20240203.0,20240208.0,1,Delivered,Mastercard,DPD Next Day,,0.0,0.0,7.84,False,GBP
500162,1020,20240202,20240203.0,20240207.0,1,Delivered,Visa,DPD Next Day,LOYALTY5,5.0,0.0,7.21,True,GBP
500163,1579,20240202,20240204.0,20240205.0,2,Delivered,Google Pay,DPD Next Day,,0.0,0.0,6.38,False,GBP
500164,2219,20240202,20240205.0,20240209.0,1,Delivered,Mastercard,Royal Mail Tracked 48,,0.0,0.0,3.66,False,GBP
500165,1020,20240203,20240206.0,20240207.0,2,Delivered,Visa,DPD Next Day,WELCOME5,5.0,0.0,7.29,False,GBP
500166,1997,20240203,20240206.0,20240207.0,1,Delivered,Mastercard,Royal Mail Tracked 48,,0.0,0.0,3.72,False,GBP
500167,1323,20240203,20240204.0,20240206.0,1,Delivered,Visa,Royal Mail Tracked 48,,0.0,0.0,3.84,False,GBP
500168,1524,20240204,20240206.0,,2,Shipped,Google Pay,Royal Mail Tracked 24,,0.0,0.0,4.66,False,GBP
500169,1734,20240204,20240207.0,20240212.0,1,Delivered,PayPal,Royal Mail Tracked 24,,0.0,3.99,4.98,False,GBP
500170,1050,20240204,20240207.0,20240209.0,2,Delivered,Google Pay,Evri Standard,,0.0,3.99,3.6,False,GBP
500171,1619,20240205,20240208.0,20240211.0,1,Delivered,PayPal,Royal Mail Tracked 48,,0.0,0.0,4.18,False,GBP
500172,1853,20240205,20240206.0,20240210.0,1,Delivered,Mastercard,Royal Mail Tracked 48,,0.0,0.0,4.27,False,GBP
500173,1679,20240205,20240207.0,20240209.0,1,Delivered,Visa,Royal Mail Tracked 24,,0.0,0.0,4.97,False,GBP
500174,2406,20240205,20240206.0,20240208.0,1,Delivered,Google Pay,Royal Mail Tracked 48,,0.0,0.0,3.66,False,GBP
500175,1853,20240205,20240206.0,20240210.0,1,Delivered,Google Pay,Evri Standard,,0.0,3.99,2.94,False,GBP
500176,2148,20240206,20240207.0,20240210.0,1,Delivered,Google Pay,Royal Mail Tracked 24,,0.0,3.99,4.4,False,GBP
500177,1323,20240206,20240207.0,20240210.0,2,Delivered,Apple Pay,Evri Standard,,0.0,0.0,2.98,False,GBP
500178,1788,20240206,20240207.0,20240208.0,1,Delivered,Visa,Royal Mail Tracked 24,,0.0,0.0,4.68,False,GBP
500179,1050,20240206,20240207.0,20240209.0,2,Delivered,Mastercard,Royal Mail Tracked 24,,0.0,0.0,4.58,False,GBP
500180,2260,20240206,20240209.0,20240213.0,1,Delivered,Visa,Royal Mail Tracked 48,,0.0,0.0,4.22,False,GBP
500181,1497,20240207,20240210.0,20240212.0,2,Delivered,PayPal,Royal Mail Tracked 24,,0.0,0.0,4.63,False,GBP
500182,1021,20240207,20240209.0,20240212.0,1,Delivered,PayPal,Royal Mail Tracked 48,,0.0,0.0,3.84,False,GBP
500183,1207,20240207,20240208.0,20240210.0,1,Delivered,PayPal,Royal Mail Tracked 48,WELCOME5,5.0,0.0,4.23,False,GBP
500184,1993,20240207,20240210.0,20240212.0,1,Delivered,PayPal,Evri Standard,,0.0,0.0,3.19,False,GBP
500185,1021,20240207,20240209.0,20240211.0,1,Delivered,Visa,Royal Mail Tracked 48,,0.0,3.99,3.66,False,GBP
500186,1050,20240207,20240210.0,20240215.0,2,Delivered,Visa,Evri Standard,LOYALTY5,5.0,0.0,3.27,False,GBP
500187,1987,20240208,20240210.0,20240213.0,1,Delivered,Google Pay,Royal Mail Tracked 48,LOYALTY5,5.0,0.0,3.43,True,GBP
500188,1273,20240208,20240210.0,20240214.0,1,Delivered,Google Pay,Royal Mail Tracked 24,,0.0,0.0,4.3,False,GBP
500189,1038,20240208,20240211.0,20240215.0,2,Delivered,Google Pay,Evri Standard,,0.0,0.0,3.55,False,GBP
500190,1427,20240209,20240210.0,20240215.0,1,Delivered,PayPal,Royal Mail Tracked 24,,0.0,0.0,5.06,False,GBP
500191,2485,20240209,20240211.0,20240215.0,2,Delivered,Apple Pay,Royal Mail Tracked 48,,0.0,3.99,3.5,False,GBP
500192,2332,20240209,20240210.0,20240212.0,2,Delivered,Apple Pay,Royal Mail Tracked 48,,0.0,0.0,4.1,False,GBP
500193,2154,20240209,20240212.0,20240216.0,2,Delivered,Mastercard,Royal Mail Tracked 48,WELCOME5,5.0,0.0,4.32,True,GBP
500194,2014,20240209,20240211.0,20240213.0,1,Delivered,PayPal,Royal Mail Tracked 48,,0.0,0.0,3.69,False,GBP
500195,1302,20240209,20240211.0,20240213.0,1,Delivered,Apple Pay,Royal Mail Tracked 48,,0.0,0.0,4.04,False,GBP
500196,1661,20240210,20240212.0,20240213.0,2,Delivered,PayPal,DPD Next Day,,0.0,0.0,6.43,False,GBP
500197,1853,20240210,20240213.0,20240216.0,2,Delivered,Google Pay,Evri Standard,,0.0,0.0,3.45,False,GBP
500198,1050,20240210,20240212.0,20240217.0,1,Delivered,Mastercard,Royal Mail Tracked 48,,0.0,0.0,3.77,False,GBP
500199,1427,20240210,20240213.0,20240214.0,1,Delivered,Mastercard,Royal Mail Tracked 48,,0.0,0.0,4.31,False,GBP
500200,2329,20240211,20240212.0,20240213.0,1,Delivered,Mastercard,DPD Next Day,,0.0,6.99,6.98,False,GBP
500201,1993,20240211,20240213.0,20240218.0,1,Delivered,Apple Pay,Royal Mail Tracked 24,,0.0,3.99,4.39,False,GBP
500202,1987,20240211,20240214.0,20240215.0,2,Delivered,Google Pay,Royal Mail Tracked 24,,0.0,0.0,5.11,False,GBP
500203,1016,20240211,20240212.0,20240214.0,1,Delivered,Mastercard,Royal Mail Tracked 24,,0.0,0.0,4.33,False,GBP
500204,1259,20240212,20240214.0,20240215.0,1,Delivered,Apple Pay,Royal Mail Tracked 48,,0.0,0.0,3.75,False,GBP
500205,1571,20240212,20240214.0,20240219.0,2,Delivered,Google Pay,Royal Mail Tracked 48,,0.0,0.0,3.83,False,GBP
500206,2364,20240212,20240213.0,20240217.0,1,Delivered,Google Pay,Royal Mail Tracked 24,,0.0,0.0,4.53,False,GBP
500207,1853,20240212,20240213.0,20240214.0,1,Delivered,PayPal,Royal Mail Tracked 24,WELCOME5,5.0,0.0,4.89,False,GBP
500208,1302,20240212,20240215.0,20240216.0,1,Delivered,Apple Pay,Royal Mail Tracked 24,,0.0,0.0,4.62,False,GBP
500209,1845,20240212,20240215.0,20240220.0,1,Delivered,Apple Pay,Royal Mail Tracked 24,,0.0,0.0,4.67,False,GBP
500210,1993,20240213,20240216.0,20240218.0,1,Delivered,Visa,DPD Next Day,,0.0,0.0,6.87,True,GBP
