OrderItemID,OrderID,ProductID,Quantity,UnitRetailPrice,UnitDiscountAmount,NetUnitPrice,UnitCostAtSale,PlatformFeeAmount,VATAmount
900047,500017,2070,1,24.56,0.0,24.56,12.61,0.0,4.09
900048,500017,2022,1,30.92,0.0,30.92,17.06,0.0,5.15
900049,500017,2046,3,17.94,0.0,17.94,10.16,0.0,8.97
900050,500018,2010,1,23.57,2.36,21.21,15.01,0.0,3.54
900051,500018,2022,2,29.16,0.0,29.16,17.06,0.0,9.72
900052,500018,2034,1,18.06,0.9,17.16,10.38,0.0,2.86
900053,500019,2070,1,24.79,0.0,24.79,12.61,0.0,4.13
900054,500019,2046,1,17.64,0.0,17.64,10.16,0.0,2.94
900055,500019,2022,1,29.35,1.47,27.88,17.06,0.0,4.65
900056,500020,2070,3,24.74,1.24,23.5,12.61,0.0,11.75
900057,500020,2046,1,18.1,1.81,16.29,10.16,0.0,2.71
900058,500022,2022,1,29.94,1.5,28.44,17.06,0.0,4.74
900059,500022,2010,1,23.3,0.0,23.3,15.01,0.0,3.88
900060,500022,2070,2,25.64,1.28,24.36,12.61,0.0,8.12
900061,500022,2046,1,18.72,1.87,16.85,10.16,0.0,2.81
900062,500023,2070,1,25.06,0.0,25.06,12.61,0.0,4.18
900063,500023,2034,1,18.66,0.0,18.66,10.38,0.0,3.11
900064,500023,2046,1,18.68,0.0,18.68,10.16,0.0,3.11
900065,500024,2070,1,26.06,0.0,26.06,12.61,0.0,4.34
900066,500024,2022,1,29.78,0.0,29.78,17.06,0.0,4.96
900067,500024,2010,1,22.91,0.0,22.91,15.01,0.0,3.82
900068,500025,2034,1,18.83,0.0,18.83,10.38,0.0,3.14
900069,500025,2070,2,24.56,0.0,24.56,12.61,0.0,8.19
900070,500026,2010,1,23.31,0.0,23.31,15.01,0.0,3.88
900071,500026,2034,1,18.21,0.91,17.3,10.38,0.0,2.88
900072,500026,2022,1,30.74,0.0,30.74,17.06,0.0,5.12
900073,500026,2070,2,25.01,0.0,25.01,12.61,0.0,8.34
900074,500027,2046,1,17.65,0.0,17.65,10.16,0.0,2.94
900075,500027,2022,1,30.57,0.0,30.57,17.06,0.0,5.09
900076,500027,2070,1,25.79,0.0,25.79,12.61,0.0,4.3
900077,500028,2034,1,18.75,0.0,18.75,10.38,0.0,3.12
900078,500028,2022,1,30.29,0.0,30.29,17.06,0.0,5.05
900079,500028,2046,3,17.91,0.0,17.91,10.16,0.0,8.95
900080,500029,2022,2,29.93,1.5,28.43,17.06,0.0,9.48
900081,500029,2010,2,23.18,0.0,23.18,15.01,0.0,7.73
900082,500030,2034,2,18.14,0.0,18.14,10.38,0.0,6.05
900083,500030,2010,1,22.43,0.0,22.43,15.01,0.0,3.74
900084,500031,2034,1,18.84,0.94,17.9,10.38,0.0,2.98
900085,500031,2046,1,17.59,0.0,17.59,10.16,0.0,2.93
900086,500031,2010,1,23.82,0.0,23.82,15.01,0.0,3.97
900087,500032,2022,1,29.43,0.0,29.43,17.06,0.0,4.9
900088,500032,2070,1,26.19,0.0,26.19,12.61,0.0,4.37
900089,500032,2046,1,17.49,0.0,17.49,10.16,0.0,2.91
900090,500033,2022,1,31.03,0.0,31.03,17.06,0.0,5.17
900091,500033,2070,2,24.32,0.0,24.32,12.61,0.0,8.11
900092,500033,2010,1,23.94,0.0,23.94,15.01,0.0,3.99
900093,500034,2010,1,23.65,0.0,23.65,15.01,0.0,3.94
900094,500034,2070,1,25.49,2.55,22.94,12.61,0.0,3.82
900095,500034,2022,1,29.23,0.0,29.23,17.06,0.0,4.87
900096,500034,2046,1,18.63,0.0,18.63,10.16,0.0,3.1
900097,500035,2010,2,23.86,0.0,23.86,15.01,0.0,7.95
900098,500035,2070,1,26.09,0.0,26.09,12.61,0.0,4.35
900099,500036,2010,1,24.12,0.0,24.12,15.01,0.0,4.02
900100,500036,2057,1,18.67,0.0,18.67,9.35,0.0,3.11
900101,500036,2022,3,29.62,0.0,29.62,17.06,0.0,14.81
900102,500037,2022,1,31.3,0.0,31.3,17.06,0.0,5.22
900103,500037,2010,1,22.37,0.0,22.37,15.01,0.0,3.73
900104,500037,2034,1,18.25,0.0,18.25,10.38,0.0,3.04
900105,500038,2046,3,17.57,0.0,17.57,10.16,0.0,8.79
900106,500038,2070,1,24.74,2.47,22.27,12.61,0.0,3.71
900107,500039,2010,1,23.98,0.0,23.98,15.01,0.0,4.0
900108,500039,2070,1,25.43,0.0,25.43,12.61,0.0,4.24
900109,500039,2022,1,30.25,0.0,30.25,17.06,0.0,5.04
900110,500039,2046,1,17.7,0.0,17.7,10.16,0.0,2.95
900111,500040,2010,1,22.98,0.0,22.98,15.01,0.0,3.83
900112,500040,2034,1,18.11,1.81,16.3,10.38,0.0,2.72
900113,500040,2022,1,30.65,0.0,30.65,17.06,0.0,5.11
900114,500040,2046,1,17.87,1.79,16.08,10.16,0.0,2.68
900115,500041,2070,1,25.7,0.0,25.7,12.61,0.0,4.28
900116,500041,2022,1,30.36,0.0,30.36,17.06,0.0,5.06
900117,500041,2034,1,18.07,0.0,18.07,10.38,0.0,3.01
900118,500042,2070,2,24.69,0.0,24.69,12.61,0.0,8.23
900119,500042,2010,1,23.43,0.0,23.43,15.01,0.0,3.9
900120,500042,2022,1,30.84,0.0,30.84,17.06,0.0,5.14
900121,500043,2070,1,25.01,0.0,25.01,12.61,0.0,4.17
900122,500043,2010,1,23.96,0.0,23.96,15.01,0.0,3.99
900123,500043,2022,1,31.43,0.0,31.43,17.06,0.0,5.24
900124,500044,2022,1,31.32,0.0,31.32,17.06,0.0,5.22
900125,500044,2070,1,24.29,2.43,21.86,12.61,0.0,3.64
900126,500044,2046,2,18.02,0.0,18.02,10.16,0.0,6.01
900127,500044,2010,1,23.08,0.0,23.08,15.01,0.0,3.85
900128,500045,2022,1,30.34,0.0,30.34,17.06,0.0,5.06
900129,500045,2034,1,17.49,0.0,17.49,10.38,0.0,2.91
900130,500045,2070,1,25.64,0.0,25.64,12.61,0.0,4.27
900131,500046,2022,2,30.44,0.0,30.44,17.06,0.0,10.15
900132,500046,2010,2,23.67,0.0,23.67,15.01,0.0,7.89
900133,500047,2057,1,18.46,0.0,18.46,9.35,0.0,3.08
900134,500047,2022,2,29.83,0.0,29.83,17.06,0.0,9.94
900135,500047,2070,3,24.45,0.0,24.45,12.61,0.0,12.22
900136,500047,2046,2,18.33,0.0,18.33,10.16,0.0,6.11
900137,500048,2057,1,17.53,0.0,17.53,9.35,0.0,2.92
900138,500048,2022,1,29.68,1.48,28.2,17.06,0.0,4.7
900139,500048,2070,1,24.41,0.0,24.41,12.61,0.0,4.07
900140,500049,2070,1,25.3,1.27,24.03,12.61,0.0,4.0
900141,500049,2022,1,30.34,0.0,30.34,17.06,0.0,5.06
900142,500050,2022,1,31.17,0.0,31.17,17.06,0.0,5.2
900143,500050,2070,1,25.7,0.0,25.7,12.61,0.0,4.28
900144,500050,2010,3,22.65,0.0,22.65,15.01,0.0,11.32
900145,500051,2034,3,17.99,0.0,17.99,10.38,0.0,8.99
900146,500051,2070,1,25.68,0.0,25.68,12.61,0.0,4.28
900147,500051,2022,1,30.6,0.0,30.6,17.06,0.0,5.1
900148,500051,2010,1,22.72,0.0,22.72,15.01,0.0,3.79
900149,500052,2070,1,24.59,0.0,24.59,12.61,0.0,4.1
900150,500052,2034,1,17.83,0.0,17.83,10.38,0.0,2.97
900151,500053,2022,1,30.89,0.0,30.89,17.06,0.0,5.15
900152,500053,2070,3,25.83,1.29,24.54,12.61,0.0,12.27
900153,500054,2070,1,24.68,0.0,24.68,12.61,0.0,4.11
900154,500054,2010,1,22.97,0.0,22.97,15.01,0.0,3.83
900155,500054,2022,3,30.61,0.0,30.61,17.06,0.0,15.3
900156,500055,2057,1,18.67,0.93,17.74,9.35,0.0,2.96
900157,500055,2022,1,30.1,0.0,30.1,17.06,0.0,5.02
900158,500055,2010,1,24.12,0.0,24.12,15.01,0.0,4.02
900159,500056,2057,1,17.65,0.0,17.65,9.35,0.0,2.94
900160,500056,2070,1,26.09,0.0,26.09,12.61,0.0,4.35
900161,500056,2010,1,22.65,0.0,22.65,15.01,0.0,3.77
900162,500056,2022,1,31.26,0.0,31.26,17.06,0.0,5.21
900163,500057,2010,1,23.82,0.0,23.82,15.01,0.0,3.97
900164,500057,2070,1,24.24,0.0,24.24,12.61,0.0,4.04
900165,500057,2034,2,17.82,0.89,16.93,10.38,0.0,5.64
900166,500058,2070,2,24.62,0.0,24.62,12.61,0.0,8.21
900167,500058,2010,2,22.68,1.13,21.55,15.01,0.0,7.18
900168,500058,2046,1,17.74,1.77,15.97,10.16,0.0,2.66
900169,500059,2070,1,24.31,0.0,24.31,12.61,0.0,4.05
900170,500059,2022,1,30.92,1.55,29.37,17.06,0.0,4.89
900171,500060,2022,1,31.18,0.0,31.18,17.06,0.0,5.2
900172,500060,2010,1,23.43,2.34,21.09,15.01,0.0,3.51
900173,500061,2010,1,23.21,0.0,23.21,15.01,0.0,3.87
900174,500061,2022,3,31.32,0.0,31.32,17.06,0.0,15.66
900175,500061,2046,1,17.48,0.0,17.48,10.16,0.0,2.91
900176,500062,2010,3,22.59,0.0,22.59,15.01,0.0,11.29
900177,500062,2046,1,18.61,0.0,18.61,10.16,0.0,3.1
900178,500062,2022,1,29.2,1.46,27.74,17.06,0.0,4.62
900179,500062,2070,1,25.64,0.0,25.64,12.61,0.0,4.27
900180,500063,2010,1,23.53,0.0,23.53,15.01,0.0,3.92
900181,500063,2046,1,18.51,0.0,18.51,10.16,0.0,3.08
900182,500063,2070,1,26.22,1.31,24.91,12.61,0.0,4.15
900183,500064,2003,1,17.55,0.0,17.55,12.98,0.0,2.92
900184,500065,2003,1,17.47,0.0,17.47,12.98,0.0,2.91
900185,500065,2051,1,18.51,0.0,18.51,11.74,0.0,3.08
900186,500066,2003,1,18.66,0.0,18.66,12.98,0.0,3.11
900187,500066,2034,1,18.47,0.0,18.47,10.38,0.0,3.08
900188,500066,2051,1,18.36,0.92,17.44,11.74,0.0,2.91
900189,500067,2015,1,17.73,0.0,17.73,10.34,0.0,2.96
900190,500067,2003,1,18.32,0.92,17.4,12.98,0.0,2.9
900191,500067,2070,1,25.17,0.0,25.17,12.61,0.0,4.2
900192,500068,2003,1,17.6,0.88,16.72,12.98,0.0,2.79
900193,500068,2015,3,17.49,0.0,17.49,10.34,0.0,8.74
900194,500068,2034,1,17.47,0.0,17.47,10.38,0.0,2.91
900195,500068,2057,1,18.11,0.0,18.11,9.35,0.0,3.02
900196,500069,2051,1,18.71,0.0,18.71,11.74,0.0,3.12
900197,500069,2010,1,24.01,0.0,24.01,15.01,0.0,4.0
900198,500069,2057,1,18.04,0.0,18.04,9.35,0.0,3.01
900199,500069,2070,3,24.32,0.0,24.32,12.61,0.0,12.16
900200,500070,2070,1,24.95,0.0,24.95,12.61,0.0,4.16
900201,500070,2039,1,17.9,0.9,17.0,11.93,0.0,2.83
900202,500071,2010,1,24.14,0.0,24.14,15.01,0.0,4.02
900203,500071,2022,1,31.34,0.0,31.34,17.06,0.0,5.22
900204,500071,2003,1,18.05,0.0,18.05,12.98,0.0,3.01
900205,500071,2046,1,18.02,0.0,18.02,10.16,0.0,3.0
900206,500072,2022,1,29.57,0.0,29.57,17.06,0.0,4.93
900207,500072,2051,2,17.9,0.0,17.9,11.74,0.0,5.97
900208,500072,2046,3,17.84,0.0,17.84,10.16,0.0,8.92
900209,500073,2022,1,29.65,0.0,29.65,17.06,0.0,4.94
900210,500073,2039,1,17.97,0.0,17.97,11.93,0.0,2.99
900211,500074,2022,2,29.84,0.0,29.84,17.06,0.0,9.95
900212,500074,2003,1,18.72,0.0,18.72,12.98,0.0,3.12
900213,500074,2034,1,18.71,0.0,18.71,10.38,0.0,3.12
900214,500074,2070,2,25.04,0.0,25.04,12.61,0.0,8.35
900215,500075,2003,2,17.74,1.77,15.97,12.98,0.0,5.32
900216,500075,2015,1,18.47,0.0,18.47,10.34,0.0,3.08
900217,500076,2010,1,23.4,0.0,23.4,15.01,0.0,3.9
900218,500076,2015,1,18.63,0.0,18.63,10.34,0.0,3.1
900219,500076,2022,1,29.13,0.0,29.13,17.06,0.0,4.85
900220,500077,2003,1,18.62,0.93,17.69,12.98,0.0,2.95
900221,500077,2010,1,23.98,0.0,23.98,15.01,0.0,4.0
900222,500078,2027,3,18.3,0.0,18.3,13.37,0.0,9.15
900223,500078,2022,1,29.62,0.0,29.62,17.06,0.0,4.94
900224,500079,2057,2,17.89,0.89,17.0,9.35,0.0,5.67
900225,500079,2070,1,24.75,1.24,23.51,12.61,0.0,3.92
900226,500080,2051,1,18.45,0.0,18.45,11.74,0.0,3.07
900227,500080,2070,1,24.91,0.0,24.91,12.61,0.0,4.15
900228,500080,2022,1,29.59,0.0,29.59,17.06,0.0,4.93
900229,500080,2039,1,18.17,0.91,17.26,11.93,0.0,2.88
900230,500081,2022,3,31.23,0.0,31.23,17.06,0.0,15.61
900231,500081,2051,1,18.34,0.0,18.34,11.74,0.0,3.06
900232,500081,2046,1,17.83,0.0,17.83,10.16,0.0,2.97
900233,500082,2070,1,26.16,0.0,26.16,12.61,0.0,4.36
900234,500082,2039,1,18.03,0.0,18.03,11.93,0.0,3.0
900235,500083,2070,1,24.42,0.0,24.42,12.61,0.0,4.07
900236,500083,2022,1,29.32,0.0,29.32,17.06,0.0,4.89
900237,500083,2003,2,17.69,0.0,17.69,12.98,0.0,5.9
900238,500083,2015,2,17.69,1.77,15.92,10.34,0.0,5.31
900239,500084,2039,2,17.47,0.0,17.47,11.93,0.0,5.82
900240,500084,2051,1,18.85,0.0,18.85,11.74,0.0,3.14
900241,500085,2039,1,18.86,0.0,18.86,11.93,0.0,3.14
900242,500085,2003,1,17.85,0.0,17.85,12.98,0.0,2.98
900243,500085,2057,1,17.5,0.88,16.62,9.35,0.0,2.77
900244,500086,2027,1,17.55,0.0,17.55,13.37,0.0,2.92
900245,500086,2015,1,18.46,0.0,18.46,10.34,0.0,3.08
900246,500086,2039,1,18.42,0.0,18.42,11.93,0.0,3.07
900247,500087,2003,1,17.47,0.0,17.47,12.98,0.0,2.91
900248,500087,2070,2,24.68,0.0,24.68,12.61,0.0,8.23
900249,500087,2034,2,18.06,0.0,18.06,10.38,0.0,6.02
900250,500088,2010,2,22.72,0.0,22.72,15.01,0.0,7.57
900251,500088,2046,1,18.19,0.91,17.28,10.16,0.0,2.88
900252,500088,2039,1,18.59,0.0,18.59,11.93,0.0,3.1
900253,500088,2034,2,18.7,0.0,18.7,10.38,0.0,6.23
900254,500089,2010,1,23.46,0.0,23.46,15.01,0.0,3.91
900255,500089,2003,1,18.8,0.0,18.8,12.98,0.0,3.13
900256,500090,2003,2,18.62,0.0,18.62,12.98,0.0,6.21
900257,500090,2022,1,29.6,2.96,26.64,17.06,0.0,4.44
900258,500091,2057,1,17.64,0.0,17.64,9.35,0.0,2.94
900259,500091,2046,2,18.63,0.0,18.63,10.16,0.0,6.21
900260,500091,2022,1,29.93,0.0,29.93,17.06,0.0,4.99
900261,500092,2003,2,17.73,0.0,17.73,12.98,0.0,5.91
900262,500092,2034,1,18.31,1.83,16.48,10.38,0.0,2.75
900263,500093,2022,1,31.21,0.0,31.21,17.06,0.0,5.2
900264,500093,2003,1,18.4,0.0,18.4,12.98,0.0,3.07
900265,500093,2051,2,18.84,0.0,18.84,11.74,0.0,6.28
900266,500093,2034,1,18.59,1.86,16.73,10.38,0.0,2.79
900267,500094,2015,1,18.64,0.0,18.64,10.34,0.0,3.11
900268,500094,2070,1,25.54,0.0,25.54,12.61,0.0,4.26
900269,500095,2027,1,18.07,0.0,18.07,13.37,0.0,3.01
900270,500095,2046,2,18.41,0.0,18.41,10.16,0.0,6.14
900271,500095,2003,1,18.45,0.0,18.45,12.98,0.0,3.07
900272,500096,2051,3,18.2,0.91,17.29,11.74,0.0,8.64
900273,500096,2003,1,17.63,0.0,17.63,12.98,0.0,2.94
900274,500096,2022,1,29.64,0.0,29.64,17.06,0.0,4.94
900275,500097,2015,1,18.3,0.0,18.3,10.34,0.0,3.05
900276,500097,2039,1,18.46,0.0,18.46,11.93,0.0,3.08
900277,500097,2022,1,29.71,0.0,29.71,17.06,0.0,4.95
900278,500098,2070,1,24.37,0.0,24.37,12.61,0.0,4.06
900279,500098,2051,2,18.13,0.0,18.13,11.74,0.0,6.04
900280,500099,2070,1,25.1,0.0,25.1,12.61,0.0,4.18
900281,500099,2010,1,22.98,0.0,22.98,15.01,0.0,3.83
900282,500099,2046,1,17.87,0.0,17.87,10.16,0.0,2.98
900283,500100,2015,1,17.9,0.0,17.9,10.34,0.0,2.98
900284,500101,2003,1,18.53,1.85,16.68,12.98,0.0,2.78
900285,500102,2039,1,17.75,0.0,17.75,11.93,0.0,2.96
900286,500102,2015,1,18.0,0.0,18.0,10.34,0.0,3.0
900287,500102,2010,1,23.54,0.0,23.54,15.01,0.0,3.92
900288,500102,2003,1,18.3,0.0,18.3,12.98,0.0,3.05
900289,500104,2051,2,17.88,0.89,16.99,11.74,0.0,5.66
900290,500104,2070,1,25.91,0.0,25.91,12.61,0.0,4.32
900291,500104,2003,1,18.4,0.0,18.4,12.98,0.0,3.07
900292,500105,2015,3,17.57,0.0,17.57,10.34,0.0,8.79
900293,500105,2034,2,17.55,0.88,16.67,10.38,0.0,5.56
900294,500105,2070,2,25.84,1.29,24.55,12.61,0.0,8.18
900295,500106,2003,2,18.49,0.0,18.49,12.98,0.0,6.16
900296,500106,2015,1,17.76,0.0,17.76,10.34,0.0,2.96
900297,500107,2003,1,17.81,0.0,17.81,12.98,0.0,2.97
900298,500107,2010,1,22.95,0.0,22.95,15.01,0.0,3.82
900299,500107,2022,1,30.72,0.0,30.72,17.06,0.0,5.12
900300,500107,2070,2,25.24,0.0,25.24,12.61,0.0,8.41
900301,500108,2051,1,17.55,0.0,17.55,11.74,0.0,2.92
900302,500108,2003,1,17.59,0.88,16.71,12.98,0.0,2.79
900303,500108,2015,1,17.92,0.9,17.02,10.34,0.0,2.84
900304,500108,2046,1,18.48,1.85,16.63,10.16,0.0,2.77
900305,500109,2051,1,18.28,0.0,18.28,11.74,0.0,3.05
900306,500109,2027,1,18.46,0.0,18.46,13.37,0.0,3.08
900307,500110,2051,1,18.21,1.82,16.39,11.74,0.0,2.73
900308,500110,2070,1,24.46,0.0,24.46,12.61,0.0,4.08
900309,500110,2003,1,17.93,0.0,17.93,12.98,0.0,2.99
900310,500111,2039,1,17.65,0.0,17.65,11.93,0.0,2.94
900311,500111,2051,1,18.79,0.0,18.79,11.74,0.0,3.13
900312,500112,2003,1,18.35,0.0,18.35,12.98,0.0,3.06
900313,500112,2010,1,22.84,0.0,22.84,15.01,0.0,3.81
900314,500113,2003,1,18.86,0.0,18.86,12.98,0.0,3.14
900315,500113,2022,1,29.86,0.0,29.86,17.06,0.0,4.98
900316,500113,2051,3,18.64,0.0,18.64,11.74,0.0,9.32
900317,500114,2070,1,26.05,0.0,26.05,12.61,0.0,4.34
900318,500114,2003,1,17.57,1.76,15.81,12.98,0.0,2.63
900319,500114,2022,2,29.34,0.0,29.34,17.06,0.0,9.78
900320,500115,2051,1,17.94,0.0,17.94,11.74,0.0,2.99
900321,500115,2034,1,18.27,0.0,18.27,10.38,0.0,3.04
900322,500116,2039,1,18.25,0.0,18.25,11.93,0.0,3.04
900323,500116,2010,1,23.88,0.0,23.88,15.01,0.0,3.98
900324,500116,2003,1,18.57,1.86,16.71,12.98,0.0,2.79
900325,500116,2046,1,18.38,0.92,17.46,10.16,0.0,2.91
900326,500117,2039,1,18.61,0.0,18.61,11.93,0.0,3.1
900327,500117,2022,1,30.62,0.0,30.62,17.06,0.0,5.1
900328,500117,2070,1,26.2,1.31,24.89,12.61,0.0,4.15
900329,500118,2010,2,22.69,0.0,22.69,15.01,0.0,7.56
900330,500118,2003,1,18.08,0.0,18.08,12.98,0.0,3.01
900331,500118,2015,1,18.67,0.0,18.67,10.34,0.0,3.11
900332,500119,2051,1,18.15,0.0,18.15,11.74,0.0,3.02
900333,500119,2003,2,18.77,0.0,18.77,12.98,0.0,6.26
900334,500119,2046,1,18.51,0.0,18.51,10.16,0.0,3.08
900335,500120,2003,1,18.52,0.93,17.59,12.98,0.0,2.93
900336,500120,2051,1,18.64,0.0,18.64,11.74,0.0,3.11
900337,500120,2027,1,18.89,0.0,18.89,13.37,0.0,3.15
900338,500121,2022,1,30.39,0.0,30.39,17.06,0.0,5.06
900339,500121,2003,1,18.54,0.93,17.61,12.98,0.0,2.93
900340,500121,2070,1,25.57,0.0,25.57,12.61,0.0,4.26
900341,500122,2057,1,18.19,0.0,18.19,9.35,0.0,3.03
900342,500122,2046,1,18.79,0.0,18.79,10.16,0.0,3.13
900343,500123,2027,1,17.54,0.0,17.54,13.37,0.0,2.92
900344,500123,2039,1,18.53,0.0,18.53,11.93,0.0,3.09
900345,500124,2015,1,18.17,0.0,18.17,10.34,0.0,3.03
900346,500124,2070,2,24.48,0.0,24.48,12.61,0.0,8.16
900347,500124,2034,1,18.31,0.0,18.31,10.38,0.0,3.05
900348,500125,2003,1,18.76,0.0,18.76,12.98,0.0,3.13
900349,500125,2027,1,18.3,0.0,18.3,13.37,0.0,3.05
900350,500125,2051,2,18.12,0.0,18.12,11.74,0.0,6.04
900351,500126,2015,2,17.52,0.0,17.52,10.34,0.0,5.84
900352,500126,2003,2,18.69,0.0,18.69,12.98,0.0,6.23
900353,500126,2039,1,18.74,0.0,18.74,11.93,0.0,3.12
900354,500126,2051,1,18.57,0.0,18.57,11.74,0.0,3.09
900355,500127,2051,1,18.31,0.0,18.31,11.74,0.0,3.05
900356,500127,2003,1,18.03,0.0,18.03,12.98,0.0,3.0
900357,500127,2039,3,18.03,0.0,18.03,11.93,0.0,9.02
900358,500127,2022,1,30.24,0.0,30.24,17.06,0.0,5.04
900359,500128,2051,1,17.63,1.76,15.87,11.74,0.0,2.64
900360,500128,2034,1,18.73,0.0,18.73,10.38,0.0,3.12
900361,500128,2003,1,17.46,0.0,17.46,12.98,0.0,2.91
900362,500129,2010,3,23.99,0.0,23.99,15.01,0.0,11.99
900363,500129,2039,1,18.37,0.0,18.37,11.93,0.0,3.06
900364,500130,2046,1,18.62,0.0,18.62,10.16,0.0,3.1
900365,500130,2039,1,17.83,0.0,17.83,11.93,0.0,2.97
900366,500131,2010,1,22.89,0.0,22.89,15.01,0.0,3.81
900367,500131,2015,1,18.79,0.0,18.79,10.34,0.0,3.13
900368,500131,2003,3,18.37,0.0,18.37,12.98,0.0,9.18
900369,500131,2022,1,31.0,3.1,27.9,17.06,0.0,4.65
900370,500132,2003,1,18.28,0.91,17.37,12.98,0.0,2.9
900371,500132,2015,1,18.2,0.91,17.29,10.34,0.0,2.88
900372,500132,2051,3,18.67,0.0,18.67,11.74,0.0,9.33
900373,500133,2051,1,18.72,0.0,18.72,11.74,0.0,3.12
900374,500133,2022,3,29.13,0.0,29.13,17.06,0.0,14.56
900375,500134,2039,3,18.76,0.0,18.76,11.93,0.0,9.38
900376,500134,2046,1,18.44,0.0,18.44,10.16,0.0,3.07
900377,500134,2051,1,18.45,0.0,18.45,11.74,0.0,3.07
900378,500134,2003,1,18.33,0.0,18.33,12.98,0.0,3.05
900379,500135,2039,1,18.36,0.0,18.36,11.93,0.0,3.06
900380,500135,2048,1,18.15,1.81,16.34,9.64,0.0,2.72
900381,500135,2003,1,17.66,0.0,17.66,12.98,0.0,2.94
900382,500135,2022,1,31.38,0.0,31.38,17.06,0.0,5.23
900383,500136,2003,1,18.27,0.0,18.27,12.98,0.0,3.04
900384,500136,2010,2,22.87,0.0,22.87,15.01,0.0,7.62
900385,500136,2022,1,29.11,0.0,29.11,17.06,0.0,4.85
900386,500136,2051,1,18.23,0.0,18.23,11.74,0.0,3.04
900387,500137,2057,1,17.78,0.89,16.89,9.35,0.0,2.81
900388,500137,2039,1,18.39,0.0,18.39,11.93,0.0,3.06
900389,500137,2022,1,29.26,0.0,29.26,17.06,0.0,4.88
900390,500137,2048,1,18.27,0.0,18.27,9.64,0.0,3.04
900391,500138,2022,1,31.06,0.0,31.06,17.06,0.0,5.18
900392,500138,2051,1,17.82,0.0,17.82,11.74,0.0,2.97
900393,500138,2070,2,25.35,0.0,25.35,12.61,0.0,8.45
900394,500139,2060,1,18.65,0.0,18.65,8.78,0.0,3.11
900395,500139,2010,1,23.64,0.0,23.64,15.01,0.0,3.94
